0	4694	{}
0	4511	{}
0	3431	{}
0	1072	{}
1	4118	{}
1	46	{}
1	743	{}
1	3753	{}
1	1396	{}
1	4454	{}
2	895	{}
2	3878	{}
2	4739	{}
2	2379	{}
2	1623	{}
2	2988	{}
3	3250	{}
3	4672	{}
4	3430	{}
4	2895	{}
4	1437	{}
4	313	{}
4	127	{}
4	1917	{}
4	895	{}
4	2527	{}
4	4412	{}
4	3443	{}
4	4832	{}
4	2683	{}
4	4970	{}
4	1358	{}
4	4752	{}
4	400	{}
4	746	{}
4	1998	{}
4	1552	{}
4	1325	{}
4	4745	{}
4	4301	{}
4	621	{}
4	956	{}
4	4622	{}
4	1994	{}
4	1637	{}
4	1069	{}
4	3858	{}
4	1815	{}
4	2253	{}
4	1478	{}
4	997	{}
4	389	{}
4	1914	{}
5	2642	{}
5	1767	{}
5	3786	{}
6	1894	{}
6	121	{}
6	4568	{}
7	1551	{}
7	2246	{}
7	4719	{}
7	73	{}
8	4835	{}
8	3645	{}
9	811	{}
9	2873	{}
9	755	{}
9	4962	{}
9	309	{}
9	641	{}
9	291	{}
9	4668	{}
9	2599	{}
9	1004	{}
9	4783	{}
9	1188	{}
9	3993	{}
10	764	{}
10	4781	{}
10	4408	{}
10	4700	{}
11	757	{}
11	4566	{}
12	4593	{}
12	2692	{}
12	2684	{}
12	4545	{}
13	1264	{}
13	741	{}
13	423	{}
13	463	{}
14	903	{}
14	2647	{}
14	4537	{}
14	1141	{}
15	303	{}
15	3077	{}
15	4701	{}
15	4637	{}
15	4301	{}
15	73	{}
15	2007	{}
15	992	{}
16	636	{}
16	168	{}
16	910	{}
16	73	{}
16	3997	{}
17	408	{}
17	926	{}
17	2045	{}
17	2590	{}
18	3403	{}
18	4235	{}
18	1011	{}
18	3790	{}
18	3122	{}
18	1117	{}
18	831	{}
18	1225	{}
18	1422	{}
19	227	{}
19	1995	{}
19	4948	{}
19	275	{}
19	4286	{}
19	428	{}
19	3485	{}
19	1685	{}
20	2724	{}
20	1197	{}
20	1370	{}
21	3632	{}
21	1929	{}
21	2462	{}
22	731	{}
22	3028	{}
23	971	{}
23	1572	{}
24	3304	{}
24	3721	{}
24	271	{}
24	3327	{}
25	2709	{}
25	4297	{}
25	311	{}
25	1623	{}
25	3082	{}
26	1822	{}
26	2698	{}
26	1063	{}
26	1021	{}
27	575	{}
27	2720	{}
27	4272	{}
27	1006	{}
27	3733	{}
28	4114	{}
28	973	{}
28	1852	{}
29	3530	{}
29	3080	{}
30	3166	{}
30	2799	{}
30	808	{}
30	1122	{}
30	2444	{}
31	2588	{}
31	4069	{}
31	2154	{}
31	4619	{}
32	4537	{}
32	3722	{}
32	2590	{}
33	4595	{}
33	4494	{}
33	3389	{}
33	2547	{}
33	1037	{}
34	4127	{}
34	4372	{}
35	4611	{}
35	878	{}
35	4874	{}
35	4453	{}
35	3222	{}
36	4133	{}
36	4820	{}
37	2588	{}
37	4638	{}
37	425	{}
38	1080	{}
38	328	{}
38	3227	{}
39	4432	{}
39	2164	{}
39	1623	{}
40	1708	{}
40	1177	{}
40	2251	{}
40	764	{}
40	1835	{}
41	2816	{}
41	196	{}
41	892	{}
41	2834	{}
41	1171	{}
42	3021	{}
42	2268	{}
42	3646	{}
43	2223	{}
43	3239	{}
43	3596	{}
43	1920	{}
43	1608	{}
43	2639	{}
44	1188	{}
44	4674	{}
44	4147	{}
44	1051	{}
44	404	{}
44	312	{}
44	776	{}
44	2381	{}
44	1150	{}
44	893	{}
44	3829	{}
44	3097	{}
44	1739	{}
44	1343	{}
44	1623	{}
45	2649	{}
45	239	{}
45	3861	{}
46	3644	{}
46	2404	{}
47	315	{}
47	1064	{}
48	1202	{}
48	4662	{}
48	3247	{}
49	4697	{}
49	4310	{}
49	1709	{}
50	4319	{}
50	3885	{}
50	3042	{}
50	2562	{}
50	680	{}
51	4655	{}
51	3225	{}
51	821	{}
51	3389	{}
51	1468	{}
52	3215	{}
52	348	{}
52	2815	{}
52	3418	{}
52	4824	{}
53	2630	{}
53	259	{}
53	2284	{}
53	3328	{}
53	2816	{}
53	308	{}
53	1856	{}
54	4152	{}
54	4650	{}
54	1475	{}
55	3137	{}
55	2405	{}
55	2281	{}
56	610	{}
56	1619	{}
56	2474	{}
56	1398	{}
56	4453	{}
56	2321	{}
57	3231	{}
57	4228	{}
58	275	{}
58	1775	{}
58	1816	{}
58	4915	{}
59	2453	{}
59	2657	{}
59	4741	{}
60	4647	{}
60	3549	{}
60	267	{}
61	1409	{}
61	1575	{}
61	2555	{}
61	1072	{}
62	2981	{}
62	2113	{}
62	3188	{}
62	3280	{}
62	709	{}
62	3019	{}
63	4390	{}
63	3570	{}
63	1330	{}
64	1365	{}
64	4408	{}
64	2943	{}
64	3396	{}
65	4612	{}
65	2674	{}
65	831	{}
66	1364	{}
66	1460	{}
66	4882	{}
66	1964	{}
66	1641	{}
66	3326	{}
66	864	{}
66	4293	{}
66	4631	{}
66	294	{}
66	3225	{}
67	3514	{}
67	2706	{}
67	3013	{}
68	4620	{}
68	1455	{}
68	3326	{}
68	728	{}
68	100	{}
68	3781	{}
69	2128	{}
69	2325	{}
69	4952	{}
70	258	{}
70	2776	{}
70	1036	{}
70	4953	{}
70	2229	{}
71	1329	{}
71	4514	{}
72	4400	{}
72	4004	{}
72	2458	{}
73	3009	{}
73	401	{}
73	840	{}
73	451	{}
73	1392	{}
73	3099	{}
73	1517	{}
73	4496	{}
73	3932	{}
73	348	{}
73	478	{}
73	4625	{}
73	1045	{}
73	1545	{}
73	4904	{}
73	1371	{}
73	861	{}
73	4164	{}
73	4197	{}
73	1433	{}
73	2996	{}
73	3992	{}
73	388	{}
73	1816	{}
73	3707	{}
73	952	{}
73	287	{}
73	2562	{}
73	555	{}
73	3555	{}
73	1592	{}
73	1584	{}
73	3887	{}
73	1924	{}
73	304	{}
73	1065	{}
73	2429	{}
73	476	{}
73	3120	{}
73	3664	{}
73	357	{}
73	3089	{}
73	344	{}
73	4466	{}
73	970	{}
73	945	{}
73	275	{}
73	3689	{}
73	1911	{}
73	3012	{}
73	1472	{}
73	1989	{}
73	73	{}
73	1825	{}
73	884	{}
73	4652	{}
73	2071	{}
73	3881	{}
73	691	{}
73	3058	{}
73	4518	{}
73	1942	{}
73	4918	{}
73	2488	{}
73	3357	{}
73	2054	{}
73	680	{}
73	4047	{}
73	4430	{}
73	1019	{}
73	4487	{}
73	4221	{}
73	3804	{}
73	3939	{}
73	2895	{}
73	1756	{}
73	3680	{}
73	2451	{}
73	3718	{}
73	4764	{}
73	442	{}
73	3539	{}
73	278	{}
73	524	{}
73	2457	{}
73	2867	{}
73	3721	{}
73	1595	{}
73	2390	{}
