0	11799	{}
0	24087	{}
0	11753	{}
0	25432	{}
1	729	{}
1	47890	{}
1	15173	{}
1	24109	{}
2	9301	{}
2	14493	{}
2	45328	{}
3	34314	{}
3	16723	{}
3	26277	{}
4	30268	{}
4	31852	{}
4	39925	{}
4	30546	{}
4	43488	{}
4	43225	{}
4	14568	{}
4	38174	{}
4	43631	{}
4	18708	{}
4	2570	{}
4	5391	{}
4	30309	{}
4	37815	{}
4	42671	{}
4	21337	{}
4	41066	{}
4	932	{}
4	15196	{}
4	47586	{}
4	40808	{}
4	28632	{}
4	48313	{}
4	28862	{}
4	45500	{}
4	17609	{}
4	17160	{}
4	5143	{}
4	3668	{}
4	37832	{}
4	26970	{}
4	11130	{}
4	38557	{}
4	723	{}
4	8998	{}
4	39836	{}
5	24675	{}
5	19402	{}
5	31277	{}
5	25440	{}
6	41543	{}
6	33073	{}
6	44823	{}
6	7209	{}
6	19556	{}
7	33633	{}
7	32434	{}
7	17788	{}
7	8502	{}
7	8168	{}
8	9777	{}
8	33674	{}
8	44090	{}
9	19690	{}
9	44833	{}
9	32538	{}
9	34040	{}
9	44321	{}
9	18456	{}
9	31918	{}
9	20726	{}
9	15440	{}
10	24074	{}
10	36100	{}
10	3501	{}
10	12393	{}
11	27207	{}
11	47692	{}
12	24581	{}
12	30023	{}
12	1073	{}
12	24218	{}
12	26853	{}
12	34206	{}
12	24544	{}
13	48369	{}
13	31505	{}
13	17614	{}
14	18681	{}
14	6141	{}
14	49897	{}
14	18027	{}
14	15251	{}
15	14465	{}
15	47800	{}
15	35242	{}
15	17022	{}
15	1121	{}
15	5239	{}
15	23902	{}
15	30612	{}
16	23594	{}
16	28041	{}
16	16402	{}
17	13856	{}
17	46633	{}
17	1599	{}
17	25579	{}
18	27255	{}
18	11915	{}
18	41268	{}
18	39464	{}
18	8504	{}
19	40096	{}
19	37711	{}
19	46837	{}
19	28015	{}
19	20761	{}
19	38209	{}
19	5221	{}
19	30078	{}
19	3212	{}
20	40660	{}
20	8865	{}
21	38322	{}
21	19305	{}
21	5582	{}
22	34777	{}
22	30219	{}
22	48422	{}
23	15743	{}
23	42102	{}
24	18212	{}
24	19232	{}
24	21477	{}
24	2035	{}
25	2363	{}
25	17874	{}
26	25636	{}
26	29980	{}
26	48122	{}
27	19445	{}
27	26377	{}
27	38182	{}
28	35004	{}
28	12100	{}
28	38822	{}
28	4739	{}
28	32020	{}
29	14240	{}
29	46773	{}
30	1989	{}
30	14674	{}
30	22267	{}
30	44813	{}
31	47252	{}
31	7805	{}
32	2446	{}
32	38041	{}
32	36876	{}
33	42390	{}
33	18586	{}
33	7661	{}
34	35353	{}
34	36718	{}
35	32015	{}
35	44553	{}
35	170	{}
35	5088	{}
36	43868	{}
36	39977	{}
36	29930	{}
37	13268	{}
37	11377	{}
37	47930	{}
37	33614	{}
37	21729	{}
38	26060	{}
38	48354	{}
39	20998	{}
39	11614	{}
39	34452	{}
40	34666	{}
40	26771	{}
40	159	{}
40	3297	{}
40	30467	{}
41	46835	{}
41	45741	{}
41	1837	{}
41	11177	{}
41	1454	{}
42	41991	{}
42	12765	{}
42	2833	{}
42	3050	{}
43	48427	{}
43	36705	{}
43	5470	{}
43	22465	{}
43	40890	{}
44	47522	{}
44	27679	{}
44	40843	{}
44	26116	{}
44	41380	{}
44	15056	{}
44	14373	{}
44	42497	{}
44	30116	{}
44	13162	{}
44	21196	{}
44	19581	{}
44	43247	{}
